book,genre,store,date,sale
"A Year in Provence",Travel,Aarhus,2005-04-05,28
Chiefs,Thriller,Randers,2005-07-12,55
Armadale,"Speculative fiction",Frederiksberg,2005-03-30,54
"The Swineherd","Children's literature",Vejle,2005-02-23,95
"Darkwitch Rising","Speculative fiction","Holbæk",2005-12-02,70
"The Last Frontier",Thriller,"Sorø",2005-01-05,22
"House of Incest",Novel,"Helsingør",2005-02-25,54
"Inconstant Star","Science Fiction",Randers,2005-02-18,17
"The Terminal Experiment","Science Fiction","Sorø",2005-05-22,68
"4th of July","Crime Fiction","Hjørring",2005-07-07,58
"Junior Jedi Knights: Promises","Science Fiction",Slagelse,2005-09-23,33
"Invisible Man","Science Fiction",Maribo,2005-05-15,66
"Till We Have Faces","Speculative fiction",Viborg,2005-12-08,54
"I'll Take You There","Romance novel",Holstebro,2005-02-20,68
"Among the Missing",Thriller,Aalborg,2005-02-14,67
"Field of Dishonor","Science Fiction",Nakskov,2005-12-21,92
"Infinite Jest","Science Fiction","Sønderborg",2005-03-07,66
"A Man of the People",Novel,Copenhagen,2005-08-25,40
"The Trumpeter of Krakow","Historical fiction",Vejle,2005-01-07,34
"The Lost Language of Cranes",Fiction,Aalborg,2005-04-03,6
"A Deepness in the Sky","Hard science fiction",Herning,2005-04-29,7
Dragonsbane,"Speculative fiction",Haderslev,2005-09-30,48
"Runaway Horses",Fiction,Skive,2005-05-14,74
"The Nobodies","Children's literature",Aabenraa,2005-11-08,80
Bloodtide,"Young adult literature","Sorø",2005-10-06,65
"The Way of All Flesh","Autobiographical novel",Viborg,2005-10-09,17
"Brokedown Palace","Science Fiction",Esbjerg,2005-01-08,70
"The Dark Rival","Science Fiction",Randers,2005-04-28,99
"Castle Dor","Historical novel",Herning,2005-06-30,10
Reamde,Techno-thriller,"Nykøbing Falster",2005-12-24,18
"The Surgeon","Crime Fiction","Nørresundby",2005-04-25,55
"The 4-Hour Workweek",Self-help,Fredericia,2005-02-14,35
Quicksilver,"Science Fiction","Hjørring",2005-03-02,67
"Between Two Seas","Children's literature","Køge",2005-08-04,37
"Deathstalker Destiny","Science Fiction",Frederikshavn,2005-01-14,24
"Running with Scissors",Autobiography,Vejle,2005-07-08,11
"Timewyrm: Exodus","Alternate history",Herning,2005-06-29,11
"The Kindly Ones","Historical fiction","Tønder",2005-12-02,97
"Handy Mandy in Oz","Speculative fiction",Odense,2005-10-19,95
"The Day Boy and the Night Girl","Children's literature",Kolding,2005-03-10,22
"The Coffin Dancer","Crime Fiction",Viborg,2005-01-25,19
"The French Powder Mystery",Mystery,Nakskov,2005-09-30,46
"Ibid: A Life",Novel,Fredericia,2005-09-14,95
"The Way of the Scarlet Pimpernel","Adventure novel",Odense,2005-05-22,71
"The Moomins and the Great Flood","Children's literature",Nyborg,2005-04-08,13
"The Ask and the Answer","Science Fiction",Aalborg,2005-06-27,8
"The Positronic Man","Science Fiction",Roskilde,2005-11-11,9
"The Cat Who Went Underground",Mystery,Holstebro,2005-07-27,12
"Night Whispers","Children's literature",Gentofte,2005-01-08,29
Galax-Arena,"Science Fiction",Odense,2005-11-04,31
Thorns,"Science Fiction",Gentofte,2005-08-30,81
Nightshade,"Speculative fiction",Roskilde,2005-06-04,80
"Rabbit Redux",Fiction,Horsens,2005-04-12,40
"Doomsday Deck","Children's literature","Holbæk",2005-09-21,77
"The Face-Eater","Speculative fiction",Randers,2005-08-11,29
"Love-Letters Between a Nobleman and His Sister","Roman à clef","Helsingør",2005-08-19,19
"The Black Death","Gothic fiction",Esbjerg,2005-09-21,38
"The Dragons of Blueland","Children's literature",Thisted,2005-06-17,43
"The Ginger Man",Fiction,"Holbæk",2005-11-14,99
"Junior Jedi Knights: Promises","Science Fiction",Copenhagen,2005-10-02,29
Tornado,"Children's literature",Maribo,2005-10-11,47
"The Tree of Hands","Crime Fiction","Nørresundby",2005-01-04,15
"A Tale of Time City","Science Fiction",Holstebro,2005-11-06,43
"Logan's Run","Science Fiction","Nykøbing Falster",2005-09-29,25
"Things as They Are or The Adventures of Caleb Williams",Mystery,Copenhagen,2005-09-01,31
"A Single Man","Gay novel",Fredericia,2005-03-27,69
"The City of Ember","Science Fiction",Roskilde,2005-06-14,24
"La Celestina",Novel,Slagelse,2005-08-03,11
"The Berkut",Thriller,Maribo,2005-02-26,87
"At Swim-Two-Birds",Novel,Skagen,2005-11-16,98
"The Last Hurrah",Biography,"Helsingør",2005-08-07,88
"Dogs Don't Tell Jokes","Young adult literature",Odense,2005-10-01,87
Island,"Speculative fiction",Esbjerg,2005-07-27,98
"The Daughter of Time","Crime Fiction",Ribe,2005-03-01,43
Vulcan!,"Speculative fiction",Copenhagen,2005-02-13,45
"Abner & Me",Fantasy,"Tønder",2005-09-03,42
"The Book of Fours","Science Fiction","Hjørring",2005-09-09,89
"No Night is Too Long","Crime Fiction",Vejle,2005-08-24,42
"Swastika Night","Speculative fiction",Frederiksberg,2005-11-11,34
"Olive's Ocean","Children's literature",Haderslev,2005-02-28,12
"Inspector Ghote Hunts the Peacock",Mystery,Maribo,2005-02-12,22
"The Scarlet Gang of Asakusa",Novel,Vordingborg,2005-02-15,27
"Howl's Moving Castle",Fantasy,Aabenraa,2005-09-04,38
"Death Note Another Note: The Los Angeles BB Murder Cases",Mystery,"Tønder",2005-04-19,98
Armageddon,Novel,Frederiksberg,2005-05-07,6
"Jan's story",Non-fiction,Frederikshavn,2005-05-23,89
"Some Lie And Some Die","Crime Fiction","Nørresundby",2005-03-19,53
"The Gone-Away World","Science Fiction","Holbæk",2005-04-20,46
"Dread Mountain","Speculative fiction",Frederikshavn,2005-08-02,6
Desecration,Novel,Slagelse,2005-11-04,81
"Den mörka sanningen","Crime Fiction",Ribe,2005-01-13,95
"Address: Centauri","Science Fiction","Hjørring",2005-09-21,19
"The Seventh Crystal","Young adult literature",Randers,2005-02-05,20
"Fugitive Pieces",Fiction,Viborg,2005-10-08,80
"The Hand of Oberon","Speculative fiction",Ribe,2005-03-04,63
"Tool of the Trade","Science Fiction",Thisted,2005-04-03,31
"Friday's Child","Regency romance",Aarhus,2005-09-15,60
"Juma and the Magic Jinn","Picture book","Nørresundby",2005-01-21,38
"The Last Starship from Earth","Alternate history","Køge",2005-12-22,21
Money,Fiction,Roskilde,2005-01-30,12
"Mister B. Gone","Speculative fiction","Helsingør",2005-04-19,100
"Irish Linen",Mystery,Frederikshavn,2005-05-16,10
"High Deryni","Science Fiction",Skagen,2005-05-02,90
"L'Argent",Novel,Kalundborg,2005-10-18,9
"Hawksbill Station","Science Fiction",Kalundborg,2005-04-20,70
"The Treasure in the Royal Tower",Mystery,Vordingborg,2005-05-13,90
"Created By","Speculative fiction",Aabenraa,2005-04-20,48
"Daniel Martin",Fiction,Slagelse,2005-03-21,60
"The Hot Zone","Hard science fiction","Holbæk",2005-04-07,32
"The Giraffe and the Pelly and Me","Speculative fiction",Slagelse,2005-08-03,35
"The Edge of the Cloud","Children's literature",Roskilde,2005-04-24,74
Changeless,"Historical fantasy",Horsens,2005-09-29,62
"A Void",Novel,Frederikshavn,2005-05-16,54
"Comet in Moominland","Speculative fiction",Nyborg,2005-08-20,95
"Storm Warning","Children's literature",Frederiksberg,2005-12-16,91
"The Crooked Hinge",Mystery,Maribo,2005-08-02,64
Preincarnate,"Alternate history",Roskilde,2005-03-20,22
"The Code of Romulus","Children's literature",Haderslev,2005-12-13,11
"The John Riddell Murder Case",Parody,Silkeborg,2005-12-24,87
"Playing for Pizza",Fiction,"Hillerød",2005-12-29,51
"The Time Wanderers","Science Fiction",Aarhus,2005-09-03,57
"The Remnant",Novel,Haderslev,2005-02-23,15
Phylogenesis,"Science Fiction","Holbæk",2005-11-04,99
Maurice,"Children's literature","Tønder",2005-12-26,16
"Golem XIV","Science Fiction",Ribe,2005-03-10,85
"Foundation and Chaos","Science Fiction","Sorø",2005-06-24,98
"The Ill-Made Mute","Speculative fiction","Hillerød",2005-05-14,87
"The Matarese Countdown",Thriller,Nyborg,2005-08-11,28
Oblomov,Fiction,Aarhus,2005-02-10,16
"Now Wait for Last Year","Science Fiction",Skagen,2005-12-20,12
"After 12,000 Years","Science Fiction",Maribo,2005-01-01,59
"The Little Golden Calf",Satire,"Nykøbing Falster",2005-07-24,67
"Death Wish",Thriller,Esbjerg,2005-06-28,70
"The Simoqin Prophecies","Speculative fiction","Helsingør",2005-01-02,63
Web,"Science Fiction",Nyborg,2005-11-27,13
"Carrie's War","Children's literature",Ribe,2005-01-30,23
"Absolute Beginners",Mystery,Haderslev,2005-07-30,34
"Phantom Lady","Crime Fiction",Skive,2005-12-16,85
"The Mother Hunt",Mystery,Frederiksberg,2005-04-20,51
"Son of Interflux",Adventure,Vejle,2005-06-13,59
"Beautiful Stranger",Novel,Fredericia,2005-04-06,63
"Mélusine","Speculative fiction",Fredericia,2005-11-16,26
"I, Juan de Pareja","Children's literature","Nykøbing Falster",2005-03-12,71
"The King of Elfland's Daughter","Speculative fiction","Helsingør",2005-04-05,60
"The Intriguers","Spy fiction",Viborg,2005-04-27,99
"Jedi Apprentice: Deceptions","Science Fiction",Vordingborg,2005-06-26,49
Restoree,"Science Fiction","Holbæk",2005-12-27,51
Invisible,"Young adult literature","Holbæk",2005-09-06,27
"The Sweetness at the Bottom of the Pie",Mystery,"Nørresundby",2005-06-15,48
"The Go-Giver",Self-help,"Nykøbing Falster",2005-02-10,26
"Picnic at Hanging Rock",Mystery,Viborg,2005-04-14,26
Bloodhype,"Science Fiction",Nyborg,2005-09-25,77
"Guns, Germs, and Steel",History,Copenhagen,2005-09-10,61
"Five on Finniston Farm",Mystery,Frederikshavn,2005-02-01,40
"The Pigman","Children's literature",Vejle,2005-05-29,18
"Deep Water","Crime Fiction",Aarhus,2005-09-16,28
"More Than Human","Science Fiction",Aabenraa,2005-08-07,40
"The Custom of the Army",Novella,Skagen,2005-11-11,66
"Mortal danger","Speculative fiction",Vejle,2005-05-29,32
"Tango on intohimoni",Novel,Nyborg,2005-04-03,21
"The Indian in the Cupboard","Children's literature",Haderslev,2005-12-26,51
"Inconstant Star","Science Fiction",Skagen,2005-06-23,66
"The House on the Strand","Speculative fiction",Nakskov,2005-06-19,51
"The Testament",Thriller,Esbjerg,2005-05-24,93
"Gallows View","Crime Fiction","Hillerød",2005-09-11,65
"Harpy Thyme","Speculative fiction",Fredericia,2005-07-20,87
"Six Suspects",Novel,Frederiksberg,2005-07-28,78
"Goodbye, Mr. Chips","Psychological novel",Horsens,2005-11-16,29
"The Number Devil","Children's literature",Kalundborg,2005-03-28,74
"Someone Like You","Children's literature",Copenhagen,2005-05-28,76
"I, Juan de Pareja","Children's literature",Nyborg,2005-05-24,38
"The Phoenix Unchained",Fantasy,Nakskov,2005-03-21,97
"Empty Cities of the Full Moon","Science Fiction",Svendborg,2005-01-01,92
"The Bancroft Strategy",Thriller,Kolding,2005-10-25,63
"The Great War: American Front","Alternate history",Herning,2005-04-24,58
"Dating Hamlet",History,"Køge",2005-12-17,75
"A Dedicated Man","Crime Fiction",Kolding,2005-08-16,11
"The Crossing",Fiction,"Hjørring",2005-07-23,16
"Little Women","Children's literature",Fredericia,2005-12-04,13
Stormqueen!,"Science Fiction",Roskilde,2005-07-31,56
Windfall,Thriller,Copenhagen,2005-04-01,51
"The Starship Trap","Science Fiction",Vordingborg,2005-02-26,93
Justinian,"Historical novel",Copenhagen,2005-10-16,17
"Brothers Majere","Speculative fiction","Hjørring",2005-07-09,26
Magician,"Science Fiction",Maribo,2005-09-23,59
"Eleven Minutes",Fiction,Nakskov,2005-06-22,32
"Guy Domville",Play,"Helsingør",2005-05-04,66
"Queen Zixi of Ix","Children's literature",Nyborg,2005-12-05,78
Trans-Atlantyk,Novel,"Helsingør",2005-10-11,35
"The Forbidden Garden","Science Fiction",Fredericia,2005-10-29,26
"Exiles to Glory","Science Fiction",Esbjerg,2005-06-03,75
"Cities of the Plain","Western fiction","Holbæk",2005-11-20,18
"Christie Malry's Own Double-Entry",Dystopia,Holstebro,2005-06-22,22
"The Hunchback of Notre Dame","Children's literature","Tønder",2005-01-11,11
"White Boots","Children's literature",Thisted,2005-07-26,22
"A Storm of Swords","Speculative fiction","Hillerød",2005-03-04,68
"Sharpe's Escape","Speculative fiction",Skagen,2005-09-14,13
"The Postman","Science Fiction","Sønderborg",2005-10-22,39
"Interesting Times","Science Fiction",Aabenraa,2005-06-13,100
"Doña Bárbara",Novel,"Sønderborg",2005-06-07,52
"Going After Cacciato","War novel","Sorø",2005-03-11,19
"The King Beyond the Gate","Science Fiction",Fredericia,2005-09-14,7
"Clean Break","Children's literature",Aalborg,2005-03-20,32
"The King of the Golden River","Science Fiction",Aarhus,2005-07-14,76
"After the Wreck, I Picked Myself Up, Spread My Wings, and Flew Away","Young adult literature",Vejle,2005-06-09,20
"The Lost Fleet: Fearless","Science Fiction",Fredericia,2005-03-22,80
"Face of the Enemy","Science Fiction",Frederikshavn,2005-09-13,16
"Man After Man: An Anthropology of the Future","Science Fiction",Kolding,2005-08-15,67
"Irish Tiger",Mystery,Herning,2005-02-23,14
"Guards! Guards!","Science Fiction",Vordingborg,2005-03-14,8
"In the Forests of Serre",Fantasy,Randers,2005-04-19,65
"The Lone Star Ranger","Western fiction","Sønderborg",2005-10-30,97
"Such a Long Journey","Historical fiction",Fredericia,2005-08-16,59
"The Secret Magdalene","Alternate history",Aabenraa,2005-12-31,87
"Panic Spring",Novel,"Køge",2005-07-21,68
"The Girl in a Swing",Thriller,Thisted,2005-01-19,13
"The Almost Moon",Fiction,Kalundborg,2005-07-30,80
Bluebeard,"Speculative fiction","Sønderborg",2005-11-20,80
"Women of the apocalypse",Fantasy,Viborg,2005-10-26,56
"Pilgrim at Tinker Creek",Nature,Kolding,2005-08-12,5
"Twilight Watch",Fantasy,"Hjørring",2005-03-09,79
"Earth Unaware","Science Fiction",Thisted,2005-04-05,27
"Rama II","Science Fiction",Esbjerg,2005-01-02,86
"The Beggar Queen","Children's literature",Viborg,2005-08-04,45
"Les Liaisons dangereuses","Epistolary novel",Maribo,2005-02-16,99
"Razor's Edge","Science Fiction",Holstebro,2005-04-05,60
"Breathers: A Zombie's Lament",Satire,Svendborg,2005-06-10,39
"The Bishop's Mantle",Novel,Vordingborg,2005-05-10,94
"The Sundering Flood","Speculative fiction",Skagen,2005-11-26,63
"Loose Ends","Science Fiction",Frederikshavn,2005-08-10,76
"The Lady With the X-Ray Eyes","Science Fiction","Nørresundby",2005-07-17,11
"Lord John and the Haunted Soldier","Historical fiction",Silkeborg,2005-03-20,49
"The Ivory Tower",Novel,Herning,2005-05-30,81
"The Confessions of St. Augustine",Non-fiction,Viborg,2005-04-05,13
"The Interlopers","Spy fiction",Holstebro,2005-08-06,20
"Fearless, A Novel of Sarah Bowman",Western,Gentofte,2005-11-19,40
"The Blunderer",Thriller,Fredericia,2005-02-24,22
"A Time to Run",Fiction,"Tønder",2005-10-19,27
"The Price of Salt",Novel,"Køge",2005-01-16,47
"Mr. Palomar","Speculative fiction","Køge",2005-03-05,41
"The Christopher Killer",Mystery,Ribe,2005-05-15,82
Firethorn,"Speculative fiction",Holstebro,2005-10-29,88
"Vampirates: Tide of Terror","Speculative fiction",Maribo,2005-01-15,40
"High Citadel",Thriller,"Tønder",2005-10-23,67
"An Abundance of Katherines","Children's literature",Holstebro,2005-02-10,14
"The Castle in the Forest","Speculative fiction",Thisted,2005-01-18,66
"Dying of the Light","Science Fiction",Copenhagen,2005-05-26,66
Tex,"Children's literature",Aabenraa,2005-10-16,26
"Expedition Venus","Science Fiction",Frederikshavn,2005-07-01,79
"The Candle in the Wind","Speculative fiction",Horsens,2005-08-28,33
"Dante's Equation","Science Fiction",Holstebro,2005-02-25,88
"Marching Through Georgia","Science Fiction",Kalundborg,2005-08-04,25
"The Fallon Blood","Speculative fiction",Esbjerg,2005-09-22,94
"Arch of Triumph","War novel","Holbæk",2005-08-21,94
Detective,Mystery,Vejle,2005-10-17,68
Slan,"Science Fiction",Skive,2005-02-22,54
Mockingbird,"Science Fiction",Silkeborg,2005-04-12,59
"The Purple Land","Adventure novel",Skive,2005-01-30,42
"Peter Camenzind","Speculative fiction",Randers,2005-02-28,18
"Ishmael and the Return of the Dugongs","Young adult literature",Skagen,2005-04-26,87
Thinner,"Speculative fiction","Køge",2005-10-05,86
"Back to Bologna","Crime Fiction",Kalundborg,2005-09-12,28
"Drunkard's Walk","Science Fiction",Viborg,2005-12-16,5
"The Howling III: Echoes",Horror,Odense,2005-12-13,95
"Blood Lines",Fantasy,Svendborg,2005-07-02,93
Airport,Mystery,Randers,2005-07-25,63
"Señor Vivo and the Coca Lord","Speculative fiction",Maribo,2005-06-26,8
"King Solomon's Carpet","Crime Fiction",Frederiksberg,2005-03-08,82
"The Shadow Speaker","Speculative fiction","Helsingør",2005-07-07,96
"Eyeless in Gaza",Fiction,Gentofte,2005-07-17,82
"The New Atlantis","Utopian fiction",Fredericia,2005-05-20,60
"Mister B. Gone","Speculative fiction",Silkeborg,2005-06-27,83
"The Screwtape Letters","Epistolary novel",Aabenraa,2005-07-21,53
"Sleeping with the Fishes","Speculative fiction",Ribe,2005-02-12,77
"The Singer of All Songs","Children's literature",Slagelse,2005-08-03,6
Bloodline,Thriller,Randers,2005-12-14,81
"The Talisman Ring","Historical fiction",Copenhagen,2005-04-04,50
"Winterdance: The Fine Madness of Running the Iditarod",Non-fiction,Kolding,2005-10-13,93
"The Chasm of Doom",Gamebook,Ribe,2005-03-09,80
Keeper,"Children's literature",Skive,2005-10-19,23
"The Deep End of the Ocean",Fiction,Nyborg,2005-04-03,29
"Agent 13: The Serpentine Assassin","Speculative fiction",Nyborg,2005-01-31,15
"Quidditch Through the Ages","Speculative fiction",Nyborg,2005-05-08,50
"The Lost Train of Thought",Fantasy,Kalundborg,2005-10-23,52
"The Hand of Chaos","Science Fiction",Aabenraa,2005-12-08,38
"The Witch of the Low Tide",Mystery,"Sorø",2005-12-31,31
"Songs in Ordinary Time",Fiction,"Helsingør",2005-09-25,66
"The Honorable Barbarian","Speculative fiction",Frederiksberg,2005-09-27,47
"Ten Little Wizards","Alternate history","Sønderborg",2005-08-15,95
"On Basilisk Station","Science Fiction","Tønder",2005-09-20,7
"Rhapsody: Child of Blood","Speculative fiction",Vordingborg,2005-02-10,69
"Bitter Gold Hearts",Mystery,Nyborg,2005-04-01,26
"\\\\""V\\\\"" Is for Vengeance",Mystery,Kolding,2005-11-26,92
"The Queen of Air and Darkness","Speculative fiction","Nørresundby",2005-07-20,99
"The End of Faith",Polemic,Herning,2005-05-13,77
"Fear of the Dark","Science Fiction",Horsens,2005-11-18,17
"Whose Body?",Mystery,Roskilde,2005-01-26,99
Temple,Thriller,"Hjørring",2005-05-16,31
"Moon of Mutiny","Science Fiction",Thisted,2005-06-01,69
"Girlfriend in a Coma",Fiction,Nyborg,2005-01-19,11
"The Almost Moon",Fiction,Vejle,2005-05-25,77
